City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,ushuaia,-54.8,-68.3,4.81,70,40,11.83,AR,1715570902
1,port-aux-francais,-49.35,70.2167,2.44,64,92,4.1,TF,1715570903
2,stanley,54.868,-1.6985,12.06,96,75,1.54,GB,1715570332
3,luena,-11.7833,19.9167,15.1,77,4,2.57,AO,1715570903
4,hermanus,-34.4187,19.2345,12.67,81,26,4.71,ZA,1715570904
5,carloforte,39.145,8.3058,16.7,66,9,3.41,IT,1715570904
6,edinburgh of the seven seas,-37.0676,-12.3116,17.58,83,99,14.93,SH,1715570905
7,bethel,41.3712,-73.414,10.17,84,0,1.54,US,1715570495
8,riolandia,-19.9808,-49.6819,19.37,45,4,1.15,BR,1715570905
9,ribeira grande,38.5167,-28.7,18.21,88,40,3.13,PT,1715570906
10,san patricio,28.017,-97.5169,27.69,84,100,6.23,US,1715570906
11,galliano,29.4422,-90.2992,26.0,73,100,3.6,US,1715570907
12,san luis de la loma,17.2706,-100.8939,26.95,66,96,2.52,MX,1715570907
13,puerto natales,-51.7236,-72.4875,-2.04,91,39,1.85,CL,1715570907
14,santa cruz,-17.8,-63.1667,15.7,100,75,6.69,BO,1715570412
15,college,64.8569,-147.8028,12.97,48,75,4.63,US,1715570908
16,isafjordur,66.0755,-23.124,-0.52,92,100,4.66,IS,1715570391
17,iqaluit,63.7506,-68.5145,-10.15,62,20,7.72,CA,1715570909
18,south hill,47.1412,-122.2701,21.05,53,75,2.24,US,1715570793
19,holualoa,19.6228,-155.9522,28.91,64,40,6.17,US,1715570391
20,merizo village,13.2658,144.6691,31.31,78,47,6.33,GU,1715570910
21,ilulissat,69.2167,-51.1,0.01,100,100,4.63,GL,1715570379
22,invercargill,-46.4,168.35,11.68,78,52,2.68,NZ,1715570911
23,waitangi,-43.9535,-176.5597,10.46,89,94,1.34,NZ,1715570911
24,fale old settlement,-9.3852,-171.2468,28.78,75,63,6.81,TK,1715570912
25,chom bueng,13.62,99.5917,35.56,46,17,3.57,TH,1715570912
26,changling,44.2653,124.0005,21.59,19,98,5.52,CN,1715570913
27,bilibino,68.0546,166.4372,0.64,87,100,3.03,RU,1715570913
28,susuman,62.7833,148.1667,-0.01,84,100,3.58,RU,1715570406
29,tebesbest,33.1167,6.0833,24.07,29,0,2.57,DZ,1715570914
30,longyearbyen,78.2186,15.6401,0.91,64,75,5.14,SJ,1715570914
31,adamstown,-25.066,-130.1015,20.42,65,0,2.47,PN,1715570915
32,north saanich,48.6663,-123.4193,18.25,65,75,2.06,CA,1715570915
33,goksun,38.021,36.4973,8.88,88,100,1.54,TR,1715570915
34,petauke,-14.2426,31.3253,17.8,60,12,3.65,ZM,1715570916
35,tiksi,71.6872,128.8694,-6.02,73,95,1.36,RU,1715570916
36,blackmans bay,-43.0167,147.3167,15.07,82,99,5.39,AU,1715570331
37,mayskiy,47.6931,40.1025,7.67,56,93,3.52,RU,1715570917
38,west island,-12.1568,96.8225,28.99,79,75,5.14,CC,1715570351
39,kitob,39.0843,66.8332,21.52,41,41,1.94,UZ,1715570918
40,weihai,37.5017,122.1136,17.43,49,0,1.9,CN,1715570918
41,khandyga,62.6667,135.6,8.95,35,65,1.62,RU,1715570481
42,magadan,59.5667,150.8,0.29,78,100,7.94,RU,1715570919
43,margaret river,-33.95,115.0667,23.23,37,100,4.7,AU,1715570737
44,avanigadda,16.0215,80.9181,34.41,56,70,2.45,IN,1715570920
45,fort bragg,35.139,-79.006,17.17,74,0,0.0,US,1715570367
46,coquimbo,-29.9533,-71.3436,13.51,67,100,2.43,CL,1715570202
47,dukhan,25.4297,50.7858,28.35,46,0,3.78,QA,1715570921
48,port alfred,-33.5906,26.891,15.07,85,58,1.56,ZA,1715570338
49,yoloten,37.2989,62.3597,24.17,34,17,6.01,TM,1715570922
50,st. john's,47.5649,-52.7093,4.98,93,75,6.17,CA,1715570923
51,olonkinbyen,70.9221,-8.7187,0.14,98,100,4.88,SJ,1715570923
52,albany,42.6001,-73.9662,9.14,77,68,1.55,US,1715570923
53,iskateley,67.6803,53.1512,-4.99,95,100,4.02,RU,1715570346
54,nogliki,51.8333,143.1667,4.63,78,100,4.92,RU,1715570924
55,rio grande,-32.035,-52.0986,17.37,87,100,7.37,BR,1715570925
56,baruun-urt,46.6806,113.2792,18.55,42,100,8.61,MN,1715570925
57,auki,-8.7676,160.7034,30.56,64,98,2.09,SB,1715570512
58,grytviken,-54.2811,-36.5092,-3.89,73,15,3.8,GS,1715570926
59,fortuna,40.5982,-124.1573,12.18,93,100,4.12,US,1715570374
60,tingo maria,-9.2895,-76.0088,21.8,97,79,1.1,PE,1715570927
61,hawaiian paradise park,19.5933,-154.9731,22.24,97,100,6.17,US,1715570341
62,qaqortoq,60.7167,-46.0333,0.72,90,34,0.3,GL,1715570342
63,taoudenni,22.6783,-3.9836,31.2,11,0,4.24,ML,1715570383
64,berriane,32.8265,3.7669,22.45,39,100,0.58,DZ,1715570928
65,camana,-16.6228,-72.7111,18.69,84,99,3.51,PE,1715570415
66,sungai raya,0.7,108.9,30.6,69,24,0.76,ID,1715570929
67,sao joao da barra,-21.6403,-41.0511,24.99,91,44,4.52,BR,1715570929
68,broken hill,-31.95,141.4333,18.76,48,66,3.89,AU,1715570930
69,saudarkrokur,65.7461,-19.6394,1.98,99,100,3.94,IS,1715570930
70,nemuro,43.3236,145.575,8.56,99,100,11.35,JP,1715570386
71,walvis bay,-22.9575,14.5053,13.94,82,87,1.03,NA,1715570931
72,newport,51.5877,-2.9984,13.71,89,88,1.6,GB,1715570389
73,lebu,-37.6167,-73.65,7.82,83,27,5.83,CL,1715570434
74,safford,32.834,-109.7076,25.51,15,0,3.6,US,1715570665
75,anadyr,64.75,177.4833,3.28,69,0,6.71,RU,1715570448
76,daru,-9.0763,143.2092,28.05,74,35,6.88,PG,1715570933
77,niquero,20.0431,-77.5828,27.84,78,82,1.42,CU,1715570933
78,fuyuan,46.4333,127.0833,17.29,38,100,3.64,CN,1715570933
79,vorkuta,67.5,64.0,-8.27,95,100,3.58,RU,1715570934
80,whitehorse,60.7161,-135.0538,8.78,39,75,3.6,CA,1715570351
81,roleystone,-32.1167,116.0667,25.69,34,100,4.12,AU,1715570935
82,karungdong,5.8844,121.263,28.91,78,73,2.01,PH,1715570935
83,kodiak,57.79,-152.4072,7.73,71,75,1.54,US,1715570935
84,jamestown,42.097,-79.2353,10.77,92,100,2.57,US,1715570936
85,tolanaro,-25.0319,46.9987,20.04,88,20,0.0,MG,1715570936
86,essaouira,31.5125,-9.77,18.72,63,14,4.12,MA,1715570937
87,punta arenas,-53.15,-70.9167,4.06,60,0,9.26,CL,1715570937
88,sitka,57.0531,-135.33,6.98,83,100,2.07,US,1715570390
89,enewetak,11.3474,162.3373,27.61,82,80,8.5,MH,1715570376
90,bamboo flat,11.7,92.7167,28.05,83,40,3.6,IN,1715570938
91,klyuchi,52.2667,79.1667,18.1,31,1,4.42,RU,1715570939
92,yellowknife,62.456,-114.3525,8.56,69,75,3.6,CA,1715570939
93,inebolu,41.9747,33.7608,11.55,64,94,2.32,TR,1715570940
94,napili-honokowai,20.9708,-156.6705,27.97,86,5,4.08,US,1715570940
95,hannibal,39.7084,-91.3585,21.53,45,0,1.54,US,1715570941
96,nur-sultan,51.1801,71.446,17.97,42,0,8.0,KZ,1715570941
97,rongelap,11.1635,166.8941,27.4,78,73,8.48,MH,1715570358
98,papatowai,-46.5619,169.4708,10.71,83,87,2.72,NZ,1715570942
99,pocahontas,36.2615,-90.9712,22.21,68,40,2.57,US,1715570942
100,erenhot,43.6475,111.9767,28.29,8,86,10.65,CN,1715570943
101,flying fish cove,-10.4217,105.6791,27.82,89,100,5.14,CX,1715570943
102,jerez de la frontera,36.6865,-6.1361,17.81,92,75,2.06,ES,1715570945
103,kailua-kona,19.6406,-155.9956,30.98,62,40,6.17,US,1715570821
104,nagqu,31.5,92.0,7.6,42,54,3.6,CN,1715570946
105,yeppoon,-23.1333,150.7333,29.58,71,0,4.09,AU,1715570946
106,xiulin,29.7167,112.4,27.72,43,1,1.42,CN,1715570947
107,port mathurin,-19.6833,63.4167,25.09,72,31,8.48,MU,1715570947
108,kaltan,53.5347,87.2457,13.38,47,4,1.14,RU,1715570948
109,westport,41.1415,-73.3579,10.53,84,44,0.45,US,1715570948
110,katsuura,35.1333,140.3,21.33,97,100,13.58,JP,1715570949
111,baiyin,36.5583,104.2081,21.77,19,0,3.48,CN,1715570949
112,hithadhoo,-0.6,73.0833,29.33,75,100,4.0,MV,1715570375
113,georgetown,5.4112,100.3354,30.97,73,20,6.69,MY,1715570826
114,dubbo,-32.25,148.6167,21.07,56,40,5.14,AU,1715570950
115,la'ie,21.6477,-157.9253,26.98,80,45,1.79,US,1715570425
116,cuenca,-2.8833,-78.9833,16.07,72,40,1.03,EC,1715570888
117,tchaourou,8.8865,2.5975,24.41,92,100,1.8,BJ,1715570951
118,egilsstadir,65.2653,-14.3948,3.95,93,100,2.06,IS,1715570428
119,wailua homesteads,22.0669,-159.378,26.24,82,20,4.12,US,1715570364
120,alice springs,-23.7,133.8833,19.75,37,53,5.66,AU,1715570952
121,cuyo,10.8525,121.0086,30.19,70,99,1.59,PH,1715570953
122,avarua,-21.2078,-159.775,24.03,88,100,2.57,CK,1715570953
123,petropavlovsk-kamchatsky,53.0452,158.6483,3.58,66,100,4.0,RU,1715570741
124,vorgashor,67.5833,63.95,-8.44,95,100,5.56,RU,1715570954
125,olovyannaya,50.95,115.5667,17.6,27,58,8.66,RU,1715570954
126,anuling,6.0356,121.0067,30.15,74,73,1.66,PH,1715570955
127,pangody,65.85,74.4859,1.95,99,100,6.4,RU,1715570412
128,kalasin,16.5,103.5,35.45,91,43,3.53,TH,1715570955
129,tidjikja,18.5564,-11.4271,30.66,16,35,5.76,MR,1715570956
130,kachug,53.9606,105.8817,12.22,28,55,5.74,RU,1715570956
131,belyy yar,53.6039,91.3903,15.94,48,0,1.0,RU,1715570504
132,douarnenez,48.0954,-4.329,14.5,94,100,4.63,FR,1715570957
133,craig,40.5153,-107.5464,10.79,66,0,3.09,US,1715570957
134,ust-nera,64.5667,143.2,1.64,51,19,1.94,RU,1715570958
135,uturoa,-16.7333,-151.4333,27.67,80,11,7.06,PF,1715570958
136,sisimiut,66.9395,-53.6735,1.11,96,100,13.65,GL,1715570959
137,puerto ayora,-0.7393,-90.3518,23.08,99,100,2.5,EC,1715570959
138,al manaqil,14.2459,32.9891,33.44,13,91,3.86,SD,1715570959
139,sinabang,2.4803,96.3801,27.45,85,100,2.86,ID,1715570960
140,lihue,21.9789,-159.3672,26.58,77,20,4.12,US,1715570960
141,port elizabeth,-33.918,25.5701,14.62,99,100,1.54,ZA,1715570961
142,ceeldheer,3.8488,47.1806,26.39,87,53,4.13,SO,1715570961
143,new norfolk,-42.7826,147.0587,15.72,87,99,3.22,AU,1715570417
144,longgang,37.6508,120.3286,18.02,55,2,5.34,CN,1715570962
145,kadugli,11.0167,29.7167,30.3,32,46,1.02,SD,1715570962
146,talnakh,69.4865,88.3972,-2.11,87,47,2.81,RU,1715570426
147,kolokani,13.5728,-8.0339,28.9,34,91,3.86,ML,1715570963
148,carnarvon,-24.8667,113.6333,25.24,64,32,4.64,AU,1715570964
149,severo-yeniseyskiy,60.3725,93.0408,9.21,56,66,4.02,RU,1715570964
150,molina,-35.1167,-71.2833,4.85,100,0,2.06,CL,1715570965
151,salekhard,66.53,66.6019,-2.56,89,100,0.89,RU,1715570965
152,nova vicosa,-17.8919,-39.3719,23.8,85,4,3.06,BR,1715570965
153,choix,26.7092,-108.3219,24.63,32,32,1.08,MX,1715570966
154,utrik,11.2278,169.8474,27.29,77,94,9.01,MH,1715570404
155,gao,16.6362,1.637,31.26,34,99,2.69,ML,1715570967
156,bredasdorp,-34.5322,20.0403,10.8,91,29,2.25,ZA,1715570967
157,mount gambier,-37.8333,140.7667,14.9,69,87,3.6,AU,1715570439
158,nelson,-41.2833,173.2833,14.05,70,51,1.55,NZ,1715570263
159,jakar,27.5492,90.7525,13.59,69,78,1.1,BT,1715570968
160,nabire,-3.3667,135.4833,30.01,75,97,1.6,ID,1715570524
161,glowno,51.9646,19.7157,9.44,76,98,2.01,PL,1715570969
162,claver,9.5725,125.7331,33.89,55,97,4.24,PH,1715570969
163,surgana,20.5667,73.6167,29.91,37,1,0.81,IN,1715570970
164,port-vila,-17.7338,168.3219,26.78,74,75,8.23,VU,1715570970
165,hilo,19.7297,-155.09,24.6,100,100,6.17,US,1715570971
166,tura,25.5198,90.2201,31.27,50,8,0.59,IN,1715570971
167,elmadag,39.9208,33.2308,8.52,84,98,1.05,TR,1715570972
168,pirgaaj,25.8604,88.3635,30.09,55,2,2.06,BD,1715570972
169,thompson,55.7435,-97.8558,2.09,69,100,3.6,CA,1715570972
170,conduaga,8.862,117.4893,32.6,58,29,4.0,PH,1715570973
171,gadzhiyevo,69.2551,33.3362,1.31,99,100,0.69,RU,1715570973
172,kotri,25.366,68.3122,30.21,57,2,6.13,PK,1715570974
173,adam,22.3756,57.5233,27.24,63,0,1.72,OM,1715570974
174,fuyang,32.9,115.8167,28.34,26,0,2.6,CN,1715570974
175,tazovsky,67.4667,78.7,-0.12,99,100,9.56,RU,1715570462
176,vila velha,-20.3297,-40.2925,25.97,83,0,3.09,BR,1715570474
177,hami,42.8,93.45,32.35,11,3,4.23,CN,1715570976
178,brisas de zicatela,15.8369,-97.0419,27.76,65,98,2.93,MX,1715570977
179,zurrieq,35.8311,14.4742,17.2,100,0,3.6,MT,1715570977
180,nguigmi,14.2495,13.1092,30.04,20,37,4.02,NE,1715570977
181,kesgrave,52.0624,1.2365,13.44,65,23,0.89,GB,1715570978
182,labuan,5.2767,115.2417,30.2,84,40,2.57,MY,1715570978
183,stephenville,32.2207,-98.2023,18.07,94,100,3.09,US,1715570979
184,nema,57.5067,50.5011,0.99,82,14,3.15,RU,1715570979
185,muisne,0.6,-80.0333,25.54,90,94,3.54,EC,1715570980
186,rabo de peixe,37.8,-25.5833,17.77,99,75,3.6,PT,1715570980
187,tomarza,38.4472,35.7992,4.8,82,100,2.53,TR,1715570980
188,harrismith,-28.2728,29.1295,12.22,79,89,0.87,ZA,1715570981
189,kulhudhuffushi,6.6221,73.07,29.77,71,32,1.89,MV,1715570981
190,ancud,-41.8697,-73.8203,5.58,81,89,2.32,CL,1715570405
191,trairi,-3.2778,-39.2689,24.45,92,89,2.3,BR,1715570982
192,east london,-33.0153,27.9116,13.52,94,75,1.54,ZA,1715570982
193,nizao,18.25,-70.2,28.04,85,100,2.42,DO,1715570983
194,campeni,46.3667,23.05,4.99,96,16,1.61,RO,1715570983
195,kalininsk,51.5,44.4758,3.23,67,11,4.29,RU,1715570984
196,saipan,15.1355,145.701,32.39,58,40,7.2,MP,1715570984
197,kapuskasing,49.4169,-82.4331,10.05,87,40,3.6,CA,1715570985
198,newman,37.3138,-121.0208,26.99,36,0,3.58,US,1715570985
199,ladyzhyn,48.685,29.2368,7.34,76,65,2.33,UA,1715570986
200,betio village,1.358,172.9211,29.14,75,85,4.61,KI,1715570986
201,kidal,18.4411,1.4078,27.94,50,67,1.98,ML,1715570986
202,nikolayevsk-on-amure,53.1406,140.73,1.23,97,100,1.79,RU,1715570987
203,minab,27.1467,57.0801,30.1,41,0,1.43,IR,1715570987
204,port lincoln,-34.7333,135.8667,18.6,66,100,1.67,AU,1715570478
205,namsos,64.4662,11.4957,11.03,93,75,7.2,NO,1715570988
206,revda,56.801,59.9303,2.64,68,57,2.51,RU,1715570988
207,flin flon,54.7682,-101.865,6.78,56,100,2.39,CA,1715570989
208,aswan,24.0934,32.907,24.37,29,0,4.85,EG,1715570989
209,alghero,40.5589,8.3181,10.05,100,0,0.51,IT,1715570990
210,kaa-khem,51.6833,94.7333,14.67,36,33,1.37,RU,1715570990
211,arawa,-6.2132,155.5367,29.11,82,90,2.18,PG,1715570990
212,abqaiq,25.9371,49.6776,30.33,18,1,4.02,SA,1715570991
213,khlung,12.4547,102.2214,32.43,59,55,1.39,TH,1715570991
214,alo,7.4178,6.7371,25.5,89,100,0.31,NG,1715570992
215,udachny,66.4167,112.4,-0.31,71,100,1.84,RU,1715570992
216,yuzhno-kurilsk,44.0306,145.8556,9.1,97,100,6.2,RU,1715570430
217,taulaga,-11.0553,-171.0883,29.16,74,44,7.88,AS,1715570993
218,vryburg,-26.9566,24.7284,14.35,38,0,3.18,ZA,1715570993
219,abomsa,9.9833,39.9833,22.52,60,100,2.46,ET,1715570994
220,tanguieta,10.6212,1.2665,27.73,72,100,1.19,BJ,1715570994
221,badger,64.8,-147.5333,12.93,47,75,4.63,US,1715570914
222,aasiaat,68.7098,-52.8699,0.3,97,100,12.14,GL,1715570995
223,salym,60.0625,71.4789,5.12,72,100,5.46,RU,1715570995
224,acapulco de juarez,16.8634,-99.8901,26.9,83,40,4.63,MX,1715570996
225,bagamoyo,-6.4333,38.9,21.36,95,13,3.0,TZ,1715570996
226,luderitz,-26.6481,15.1594,13.38,77,0,5.12,NA,1715570997
227,santarem,-2.4431,-54.7083,25.07,100,100,0.0,BR,1715570997
228,carutapera,-1.195,-46.02,24.7,94,40,2.05,BR,1715570501
229,ciudad lazaro cardenas,17.9583,-102.2,24.9,81,43,1.66,MX,1715570998
230,giddings,30.1827,-96.9364,21.95,99,99,3.28,US,1715570999
231,horta,38.5333,-28.6333,17.23,89,50,2.68,PT,1715570489
232,el granada,37.5027,-122.4694,18.02,84,100,6.17,US,1715570999
233,pemangkat,1.1667,108.9667,29.26,74,59,1.57,ID,1715571000
234,ouled mimoun,34.9047,-1.0339,12.01,77,72,0.72,DZ,1715571000
235,guliston,40.4897,68.7842,23.59,45,10,6.44,UZ,1715571001
236,choele choel,-39.2667,-65.6833,8.71,57,97,4.72,AR,1715571001
237,emerald,-23.5333,148.1667,27.41,44,4,3.6,AU,1715571002
238,seven pagodas,12.6264,80.1722,32.27,62,91,2.34,IN,1715571003
239,keflavik,64.0049,-22.5624,6.95,87,75,6.17,IS,1715571004
240,baihe,22.15,107.2333,26.05,71,99,2.09,CN,1715571005
241,ust-tsilma,65.441,52.1498,-5.22,95,98,3.13,RU,1715571006
242,vadso,70.0744,29.7487,3.49,87,40,1.54,NO,1715571006
243,sathyamangalam,11.5167,77.25,30.38,67,85,1.83,IN,1715571007
244,alice town,25.7167,-79.3,26.15,83,6,6.83,BS,1715571008
245,tralee,52.2704,-9.7026,9.68,95,100,6.87,IE,1715571008
246,queenstown,-31.8976,26.8753,7.78,88,65,0.72,ZA,1715571009
247,lake havasu city,34.4839,-114.3224,33.0,9,0,2.06,US,1715571009
248,yerofey pavlovich,53.9667,121.9667,7.09,69,100,6.34,RU,1715571009
249,vanimo,-2.6741,141.3028,29.49,83,100,3.26,PG,1715571010
250,saint-philippe,-21.3585,55.7679,20.77,76,65,4.67,RE,1715570438
251,mariental,-24.6333,17.9667,19.87,38,33,0.37,NA,1715571011
252,brush,40.2589,-103.6238,14.57,72,75,5.14,US,1715571011
253,spring creek,40.7266,-115.5859,17.39,40,79,2.01,US,1715570838
254,dudinka,69.4058,86.1778,-1.85,95,57,4.92,RU,1715571012
255,aktau,43.65,51.2,14.32,79,100,9.2,KZ,1715571012
256,maragogi,-9.0122,-35.2225,24.37,86,88,2.06,BR,1715571013
257,marsh harbour,26.5412,-77.0636,24.76,72,3,4.32,BS,1715570718
258,cabedelo,-6.9811,-34.8339,24.37,81,14,2.55,BR,1715571014
259,nowa deba,50.4297,21.7508,4.97,67,75,0.51,PL,1715571014
260,villa dolores,-31.9459,-65.1896,8.16,71,88,3.14,AR,1715571015
261,narasannapeta,18.4167,84.05,32.44,52,7,0.65,IN,1715571015
262,porto novo,6.4965,2.6036,26.35,88,100,1.02,BJ,1715571016
263,varzea da palma,-17.5981,-44.7308,20.65,62,15,1.4,BR,1715571016
264,nampula,-15.1165,39.2666,20.97,94,40,2.57,MZ,1715571017
265,tulum,20.2167,-87.4667,27.69,76,100,3.68,MX,1715571017
266,komsomolets,53.7453,62.0708,5.36,95,100,6.83,KZ,1715571018
267,musafir-khana,26.3667,81.8,35.41,34,87,3.56,IN,1715571018
268,nidzica,53.3605,20.4275,5.99,77,98,1.55,PL,1715571019
269,las cruces,32.3123,-106.7783,23.89,13,0,2.57,US,1715570954
270,atafu village,-8.5421,-172.5159,29.92,71,66,7.09,TK,1715571020
271,shenjiamen,29.9576,122.298,18.78,55,97,3.96,CN,1715571021
272,las tablas,7.7667,-80.2833,27.32,99,89,1.3,PA,1715571022
273,cabo san lucas,22.8909,-109.9124,25.61,79,75,2.57,MX,1715570951
274,polyarnyy,69.1989,33.4478,1.23,100,100,0.67,RU,1715571022
275,dunedin,-45.8742,170.5036,12.11,68,99,0.89,NZ,1715570481
276,nouadhibou,20.931,-17.0347,18.99,82,53,7.72,MR,1715571023
277,remire-montjoly,4.9167,-52.2667,27.02,89,100,1.03,GF,1715571024
278,saint-pierre,-21.3393,55.4781,20.82,78,0,2.57,RE,1715570462
279,kruisfontein,-34.0033,24.7314,11.05,82,27,1.85,ZA,1715571024
280,suoyarvi,62.0833,32.35,4.45,70,100,1.76,RU,1715571025
281,tsiombe,-25.3,45.4833,19.56,93,0,1.29,MG,1715571026
282,hamilton,39.1834,-84.5333,17.9,71,0,2.57,US,1715571026
283,hazard,37.2495,-83.1932,18.13,82,10,1.5,US,1715571026
284,puerto deseado,-47.7503,-65.8938,4.18,79,74,7.59,AR,1715571027
285,saldanha,-33.0117,17.9442,10.03,64,4,3.79,ZA,1715571027
286,nova sintra,14.8667,-24.7167,23.65,83,69,8.1,CV,1715571028
287,ifon,6.9241,5.776,23.98,94,100,1.2,NG,1715571028
288,'alaqahdari dishu,30.4374,63.313,29.82,8,0,0.74,AF,1715571028
289,ulladulla,-35.35,150.4667,18.54,68,21,3.3,AU,1715571029
